Word,Simplified grammatical category,Concretenes,Subjective Frequency,Imagery,AoA,Log frequency,Frequency
tupinambá,a,4.28,1.62,4.12,7.62,6.15,469.00
túrbido,a,4.32,2.54,4.27,7.84,2.08,8.00
turbinado,a,4.07,2.93,4.04,5.68,5.40,222.00
turbo,a,4.27,3.13,3.85,4.99,8.62,5569.00
turbulento,a,2.74,3.76,3.25,7.39,7.34,1535.00
turco,a,4.65,3.55,4.28,6.00,9.80,18081.00
túrgido,a,4.02,2.65,4.04,7.58,3.43,31.00
turrão,a,4.22,2.58,4.10,7.29,3.61,37.00
turuna,a,4.30,2.36,4.16,7.34,3.50,33.00
turvo,a,4.60,3.61,4.54,6.06,6.95,1038.00
ubíquo,a,4.61,2.97,4.43,7.41,4.23,69.00
ucraniano,a,4.76,3.17,4.28,6.12,9.17,9643.00
ufano,a,3.74,2.97,3.95,6.71,5.04,154.00
ugandense,a,4.31,2.56,4.24,7.86,4.66,106.00
ulterior,a,2.48,3.04,2.29,8.57,7.66,2132.00
ultimamente,a,3.58,5.25,4.04,6.02,9.26,10536.00
último,a,3.85,5.45,3.71,4.36,12.66,315723.00
ultrapassado,a,2.88,4.02,2.97,6.92,9.22,10058.00
ultrassensível,a,4.47,2.75,4.42,7.14,2.48,12.00
umbroso,a,4.51,2.49,4.38,7.79,2.48,12.00
úmido,a,4.29,4.43,4.45,5.81,8.40,4428.00
unânime,a,3.02,3.73,3.05,7.82,9.44,12639.00
ungueal,a,4.76,2.38,4.50,7.38,3.83,46.00
ungulado,a,4.10,2.57,3.97,7.02,3.64,38.00
unicameral,a,5.12,2.77,4.65,9.06,6.31,552.00
unicelular,a,4.58,2.63,4.56,7.33,5.25,191.00
único,a,3.79,5.21,3.89,5.00,12.34,227537.00
unicolor,a,5.14,2.48,4.61,7.12,4.94,140.00
unicorne,a,4.43,2.46,4.31,7.52,2.48,12.00
unidirecional,a,3.10,2.90,3.07,7.24,5.39,219.00
unido,a,4.53,4.44,4.39,5.22,11.83,136856.00
unigênito,a,4.01,2.61,3.97,6.88,4.48,88.00
unilateral,a,2.74,3.43,2.97,7.70,8.62,5521.00
unissex,a,4.82,3.14,4.59,6.95,5.16,174.00
uníssono,a,3.86,2.95,3.89,7.64,7.30,1475.00
unitário,a,3.32,3.38,2.96,8.51,8.29,3965.00
unitivo,a,4.14,2.58,4.11,7.94,2.48,12.00
universitário,a,5.15,4.51,5.03,5.98,10.13,25055.00
univitelino,a,4.45,2.69,4.32,7.16,2.40,11.00
unívoco,a,2.69,2.68,2.73,8.75,5.02,151.00
uno,a,4.66,3.61,4.46,5.23,8.19,3591.00
untuoso,a,4.45,2.82,4.36,7.33,3.71,41.00
urbano,a,4.16,4.31,4.33,6.69,10.49,35927.00
urgente,a,3.26,4.98,3.34,6.36,10.03,22592.00
úrico,a,4.52,2.28,3.99,7.50,6.05,424.00
uruguaio,a,4.57,3.18,4.26,6.70,9.44,12617.00
usado,a,4.22,5.00,4.03,4.72,11.52,100881.00
useiro,a,3.67,2.48,3.50,8.45,4.45,86.00
usual,a,3.07,4.15,3.07,6.72,8.70,6009.00
usurário,a,3.93,2.64,3.87,7.06,5.15,173.00
útil,a,3.13,5.56,3.26,5.83,10.72,45243.00
utilitário,a,3.97,3.71,4.04,7.10,7.77,2372.00
uzbeque,a,4.45,2.18,3.91,7.62,6.62,751.00
vacante,a,3.96,2.11,3.38,7.58,6.12,455.00
vacum,a,4.12,2.04,3.85,6.85,5.14,170.00
vácuo,a,4.06,3.70,4.01,6.95,8.67,5851.00
vadio,a,3.81,3.57,4.16,5.34,6.39,598.00
vagabundo,a,4.83,3.98,5.15,4.98,8.05,3126.00
vagamundo,a,4.40,2.72,4.32,7.43,2.30,10.00
vagaroso,a,3.68,3.13,3.72,5.65,5.91,370.00
vago,a,2.70,4.29,3.09,6.89,8.79,6582.00
vaidoso,a,3.21,3.81,3.64,6.06,6.97,1061.00
valentão,a,4.59,3.70,4.72,5.32,6.99,1091.00
valente,a,4.48,3.92,4.47,5.18,9.48,13115.00
valetudinário,a,4.44,2.69,4.27,7.75,3.00,20.00
valido,a,3.30,3.12,3.42,6.41,7.44,1697.00
válido,a,3.46,4.67,3.24,6.13,10.02,22365.00
valioso,a,4.19,4.43,3.97,5.47,8.77,6436.00
valoroso,a,3.46,2.88,3.40,7.60,6.27,528.00
vândalo,a,3.89,2.54,3.79,8.03,6.14,465.00
vantajoso,a,3.11,3.90,2.94,7.03,8.10,3298.00
vão,a,4.24,5.10,4.62,2.03,12.58,289740.00
vaporizar,a,4.19,2.91,4.22,7.07,5.02,151.00
vaporoso,a,4.05,2.61,4.12,6.49,4.56,96.00
varado,a,4.16,2.53,4.17,6.78,4.80,122.00
varão,a,4.69,3.00,4.52,5.74,7.58,1965.00
varejista,a,5.49,3.29,5.09,7.27,7.75,2318.00
variado,a,3.05,4.04,3.48,6.88,8.24,3782.00
variável,a,3.73,4.29,3.46,6.75,9.76,17302.00
variegado,a,3.82,2.54,3.76,8.22,3.53,34.00
vário,a,3.56,3.39,3.76,6.92,5.96,388.00
varonil,a,3.18,2.63,3.34,8.08,5.87,353.00
varrido,a,3.69,3.59,4.12,6.00,6.44,627.00
vascular,a,4.99,3.03,4.65,6.41,8.10,3282.00
vasomotor,a,4.45,2.65,4.32,7.41,2.89,18.00
vasto,a,3.46,4.41,3.78,6.30,9.81,18197.00
vaticano,a,4.91,3.45,4.64,7.48,9.72,16613.00
vazado,a,4.47,3.01,3.83,6.18,7.58,1961.00
vazante,a,4.74,3.23,4.55,6.18,6.16,473.00
vazio,a,4.03,5.14,4.40,5.17,9.84,18728.00
veemente,a,2.50,3.40,2.96,7.80,7.64,2085.00
vegetal,a,5.41,4.20,4.95,5.92,9.36,11562.00
vegetariano,a,4.52,4.23,4.41,6.59,7.22,1368.00
vegetativo,a,3.50,3.10,3.33,7.54,6.79,893.00
veicular,a,3.89,3.00,4.09,7.30,7.56,1923.00
velar,a,2.80,3.41,2.82,7.15,8.22,3721.00
velhaco,a,3.94,3.26,3.80,5.70,6.13,459.00
velho,a,4.78,5.01,4.96,2.21,11.66,115500.00
velhote,a,4.86,3.74,4.72,5.42,7.06,1168.00
veloso,a,5.50,3.07,5.10,5.68,9.28,10715.00
veloz,a,4.00,4.04,4.34,5.46,8.41,4499.00
venal,a,3.46,3.02,3.57,6.87,6.01,408.00
venatório,a,4.10,2.57,4.08,7.74,3.61,37.00
vencedor,a,4.46,4.45,4.50,5.20,10.91,54861.00
venerando,a,4.15,2.61,3.98,7.87,6.02,412.00
venerável,a,3.80,2.63,3.94,7.84,7.38,1599.00
venéreo,a,3.99,2.20,3.91,8.02,4.04,57.00
venezuelano,a,4.19,3.08,4.01,8.86,8.47,4769.00
venial,a,3.80,2.76,4.12,6.84,4.37,79.00
venoso,a,3.83,2.47,3.41,7.97,6.54,694.00
ventoso,a,4.46,3.55,4.83,7.48,7.07,1178.00
ventríloquo,a,4.97,2.77,5.13,7.21,5.66,287.00
ventrudo,a,4.27,2.62,4.23,7.71,2.77,16.00
venturoso,a,3.51,2.84,3.92,7.25,5.70,299.00
veraz,a,3.38,2.60,3.42,7.31,4.06,58.00
verbal,a,3.23,4.14,3.53,7.53,8.68,5870.00
verbo-nominal,a,4.46,2.74,4.41,7.99,2.30,10.00
verboso,a,4.20,2.58,4.16,7.33,3.43,31.00
verdadeiro,a,3.45,5.17,4.04,5.25,11.07,63942.00
verdoengo,a,4.46,2.75,4.36,7.91,2.20,9.00
verdoso,a,4.40,2.73,4.34,7.63,2.71,15.00
vergonhoso,a,2.69,4.07,3.10,6.84,7.94,2796.00
verídico,a,3.92,3.30,4.07,8.35,5.99,401.00
vermiforme,a,4.59,2.79,4.41,8.23,4.30,74.00
vermífugo,a,4.58,2.69,4.32,7.88,3.74,42.00
vernáculo,a,4.23,2.94,3.93,7.74,6.51,669.00
vero,a,4.79,2.44,4.36,7.81,6.60,732.00
verossímil,a,2.27,3.03,2.88,7.69,6.00,402.00
versado,a,3.14,3.39,3.49,7.42,5.99,401.00
versátil,a,4.12,3.97,4.17,6.86,7.80,2444.00
vertebrado,a,4.68,2.84,4.52,6.49,5.31,202.00
vertente,a,3.71,3.47,3.60,7.27,9.62,15128.00
verticais,a,5.19,3.58,5.08,6.19,8.57,5270.00
vertical,a,4.96,4.07,4.55,5.89,9.38,11835.00
vertiginoso,a,2.88,3.20,3.38,7.61,6.75,850.00
vesgo,a,4.68,3.18,4.94,6.22,6.04,418.00
vesical,a,5.03,2.41,4.48,7.87,4.58,98.00
vesperal,a,3.99,2.58,3.98,8.49,3.81,45.00
vespertino,a,4.67,3.91,4.71,7.18,7.07,1179.00
vestibulando,a,5.11,2.50,4.64,7.48,5.52,249.00
vestibular,a,4.70,3.74,4.62,6.40,8.75,6284.00
vestido,a,6.38,5.07,6.33,2.17,10.27,28978.00
veterano,a,4.82,3.93,4.47,6.06,9.36,11656.00
veterinário,a,5.45,4.09,4.71,5.50,9.17,9632.00
vetusto,a,4.22,2.81,4.02,7.26,5.34,208.00
vexatório,a,3.32,2.60,3.29,7.28,4.79,120.00
vezeiro,a,3.60,2.44,3.51,8.81,4.45,86.00
viajante,a,5.14,4.08,5.20,6.55,8.48,4830.00
viário,a,4.58,2.91,4.37,7.42,7.97,2904.00
viável,a,3.54,3.99,3.20,7.01,9.32,11121.00
vibrante,a,3.75,3.84,4.30,6.17,7.73,2272.00
vibrátil,a,3.73,2.41,3.78,8.36,3.78,44.00
vibratório,a,4.03,2.70,3.95,8.84,4.98,146.00
vicário,a,4.57,2.45,4.34,7.55,4.48,88.00
vice-campeão,a,4.70,3.00,4.37,7.42,9.20,9906.00
vice-versa,a,4.08,3.66,4.14,6.35,8.64,5632.00
viciado,a,3.69,4.43,4.10,7.26,8.30,4044.00
vicinal,a,4.89,2.99,4.22,7.59,6.90,996.00
vicioso,a,3.35,3.30,3.72,6.67,7.60,1991.00
vidrado,a,5.08,3.10,4.70,6.62,6.14,463.00
vidreiro,a,5.20,2.37,4.59,8.26,5.37,215.00
vienense,a,3.91,2.83,4.28,8.02,6.70,816.00
vietnamita,a,4.92,3.16,4.59,6.87,8.03,3071.00
vigarista,a,4.92,3.59,5.05,4.96,7.16,1290.00
vigente,a,3.06,3.73,3.05,8.03,9.02,8293.00
vigilante,a,4.97,3.64,4.60,7.32,8.54,5137.00
vigoroso,a,3.06,3.54,3.27,6.96,7.64,2090.00
vil,a,2.66,3.24,3.33,7.01,7.71,2227.00
vilão,a,4.39,3.75,4.79,5.56,9.51,13460.00
viloso,a,4.59,2.70,4.44,7.18,2.89,18.00
vincendo,a,4.43,2.77,4.37,7.44,2.08,8.00
vindo,a,3.97,5.04,4.15,4.10,11.34,84039.00
vindouro,a,3.22,2.68,3.39,7.75,5.79,327.00
vingativo,a,3.31,2.93,3.83,6.99,6.58,722.00
vinhateiro,a,4.93,2.77,4.76,8.05,5.19,180.00
violáceo,a,5.43,2.42,5.01,6.93,3.64,38.00
violeiro,a,4.52,2.65,4.37,7.33,6.40,604.00
violento,a,3.19,4.69,4.06,5.52,9.40,12085.00
viperino,a,4.21,2.70,4.14,7.64,2.30,10.00
virado,a,4.84,4.23,4.74,5.22,8.39,4396.00
viril,a,3.14,3.38,3.81,7.13,6.84,932.00
virtual,a,4.26,4.28,4.29,6.50,10.03,22626.00
virtuoso,a,3.59,3.41,4.12,6.84,7.62,2038.00
virulento,a,3.54,2.69,3.55,7.59,5.44,230.00
visado,a,3.56,3.57,3.47,8.25,8.06,3156.00
visceral,a,3.45,2.97,3.63,7.64,7.06,1167.00
viscoso,a,4.53,3.31,4.49,6.89,6.43,623.00
visguento,a,4.54,2.72,4.41,7.32,2.64,14.00
visionário,a,3.45,3.43,3.77,6.67,7.36,1578.00
visível,a,4.02,4.80,4.11,4.84,10.06,23487.00
visor,a,5.35,3.54,4.74,6.47,7.29,1465.00
visto,a,3.79,5.35,4.16,4.21,11.68,117741.00
vistoso,a,4.38,3.65,5.12,7.24,7.31,1498.00
visual,a,3.27,4.81,3.93,5.08,10.30,29748.00
vital,a,3.59,4.33,3.44,6.79,9.88,19531.00
vitalício,a,3.78,3.10,3.26,7.92,7.60,1994.00
vitelino,a,4.84,2.93,4.62,5.79,4.01,55.00
vitoriano,a,4.31,2.89,4.31,7.47,6.81,904.00
vitoriense,a,3.97,2.50,3.93,7.76,3.58,36.00
vitorioso,a,3.56,3.69,3.70,5.81,8.81,6723.00
vítreo,a,3.85,3.29,3.89,7.26,6.02,410.00
vivaldino,a,4.46,2.59,4.34,7.83,2.08,8.00
vivaz,a,3.54,2.78,4.06,7.11,6.73,834.00
vivente,a,3.90,3.15,4.39,7.60,6.01,409.00
vivido,a,3.04,4.37,3.75,6.87,9.28,10710.00
vívido,a,3.95,3.28,4.05,7.40,5.38,218.00
vivíparo,a,4.43,2.88,4.31,7.16,3.33,28.00
vivo,a,4.32,5.28,4.64,4.04,11.62,110847.00
vizinho,a,4.93,4.82,4.92,4.17,10.09,23990.00
vocal,a,3.92,3.64,4.15,7.46,9.75,17230.00
vocálico,a,4.12,2.73,3.95,8.80,4.94,140.00
volátil,a,3.07,3.70,3.36,7.57,7.55,1898.00
volumoso,a,4.14,3.87,3.90,6.90,7.07,1177.00
voluntário,a,4.36,4.31,4.23,6.61,9.30,10903.00
voluntarioso,a,3.43,2.69,3.60,8.19,5.76,318.00
voluptuoso,a,3.59,2.92,3.95,7.30,5.46,234.00
volúvel,a,3.22,3.09,3.74,6.43,5.97,393.00
vomitório,a,4.13,2.78,4.10,7.60,3.09,22.00
voraz,a,4.02,3.53,4.08,6.47,6.75,854.00
votivo,a,4.01,2.45,4.14,7.20,4.30,74.00
vulcânico,a,3.93,2.41,3.86,8.45,7.12,1238.00
vulgar,a,3.81,4.49,4.11,6.19,8.78,6480.00
vulpino,a,4.39,2.74,4.36,7.61,2.20,9.00
vultoso,a,4.00,2.69,3.91,8.32,4.82,124.00
vultuoso,a,3.94,2.35,3.88,9.33,5.00,149.00
wagneriano,a,3.69,2.60,3.91,7.21,5.07,159.00
xaroposo,a,4.16,2.62,4.00,8.60,3.47,32.00
xenófobo,a,3.86,2.73,3.88,7.16,6.42,611.00
xereta,a,4.27,3.16,4.43,6.91,4.36,78.00
xerófilo,a,4.35,2.77,4.35,7.67,2.30,10.00
xerófito,a,4.41,2.62,4.30,7.83,2.08,8.00
xucro,a,4.38,2.71,4.27,6.29,3.74,42.00
zaino,a,4.59,2.42,4.45,7.20,3.43,31.00
zairense,a,4.59,2.54,4.26,7.88,7.10,1217.00
zambiano,a,3.74,2.02,3.48,8.91,5.39,219.00
zarolho,a,4.30,2.60,4.31,6.18,4.32,75.00
zebu,a,4.50,2.54,4.32,6.67,5.78,323.00
zero-quilômetro,a,4.45,2.72,4.21,7.58,3.91,50.00
zimbabuano,a,4.85,2.27,4.50,8.15,4.14,63.00
zombeteiro,a,3.90,2.79,3.92,6.59,4.63,103.00
zonzo,a,4.14,3.35,4.39,7.21,4.89,133.00
zoológico,a,6.22,4.17,5.81,4.78,9.00,8112.00
zura,a,4.49,2.36,4.36,7.37,2.56,13.00
zureta,a,4.39,2.93,4.42,7.49,2.20,9.00
afegão,a,5.06,2.94,4.65,7.37,7.80,2448.00
especular,a,3.31,3.63,3.60,7.53,7.65,2106.00
abacial,a,4.54,2.19,4.14,6.87,4.80,122.00
abafante,a,4.35,2.72,4.36,7.41,2.30,10.00
abdominal,a,4.70,3.54,4.50,5.72,7.81,2465.00
aberrante,a,2.81,3.30,3.15,8.09,6.48,653.00
abismal,a,3.52,3.19,3.56,7.19,5.24,189.00
abissal,a,3.91,2.54,3.98,7.42,6.15,470.00
abominável,a,2.85,3.46,3.48,7.08,7.30,1483.00
aborígene,a,4.52,2.67,4.20,7.07,6.26,524.00
aborígine,a,4.59,2.78,4.50,7.82,4.51,91.00
abrangente,a,2.98,4.08,3.25,7.94,9.19,9793.00
absorvente,a,4.45,3.66,4.28,6.51,7.00,1102.00
abundante,a,3.90,4.02,3.82,6.23,8.78,6499.00
aceitável,a,3.12,4.53,3.22,6.95,9.59,14620.00
acessível,a,3.10,4.59,3.47,6.19,9.49,13204.00
acidental,a,4.18,3.71,4.12,7.88,8.34,4209.00
aconchegante,a,3.62,3.88,4.35,5.77,6.62,752.00
aconselhável,a,3.18,4.56,2.97,6.90,7.96,2860.00
acreditável,a,3.53,2.88,3.75,8.48,3.93,51.00
agridoce,a,3.19,3.63,3.86,6.56,6.23,506.00
adaptável,a,3.55,3.35,3.45,7.97,6.70,811.00
adiável,a,4.12,2.76,4.16,7.50,2.30,10.00
adicional,a,3.79,4.63,3.58,6.94,10.25,28379.00
adjacente,a,4.66,3.44,4.33,7.10,8.09,3268.00
admirável,a,3.20,3.96,3.66,6.62,8.36,4277.00
admissível,a,2.30,3.63,2.43,6.40,8.68,5911.00
adnominal,a,4.03,2.25,3.62,6.66,4.50,90.00
adoçante,a,5.11,3.46,4.69,6.67,5.94,379.00
adorável,a,3.80,4.51,4.46,5.44,8.82,6748.00
adstringente,a,4.25,2.99,3.95,7.43,5.41,224.00
adverbial,a,4.18,2.03,3.60,7.65,5.12,168.00
aeroespacial,a,4.92,2.64,4.56,8.21,7.89,2664.00
afável,a,2.66,3.75,3.18,7.10,6.96,1053.00
aferente,a,3.94,2.77,3.73,8.70,4.88,131.00
aferível,a,4.19,2.73,4.15,7.61,2.56,13.00
afim,a,3.37,4.09,3.76,6.05,8.30,4021.00
afluente,a,5.11,3.40,4.33,5.66,9.32,11192.00
ágil,a,3.46,4.33,3.83,6.26,8.16,3499.00
agradável,a,2.99,5.49,4.12,4.40,9.72,16640.00
agroalimentar,a,4.90,2.71,4.42,7.75,6.34,567.00
agroindustrial,a,4.53,2.45,4.26,7.14,6.44,626.00
ajustável,a,4.58,3.10,4.23,6.92,6.34,566.00
álacre,a,3.98,2.24,4.04,7.03,3.50,33.00
alarmante,a,3.38,4.03,3.58,8.70,7.83,2515.00
alcançável,a,2.66,3.15,2.87,8.66,5.79,327.00
alegre,a,4.05,4.57,4.80,3.38,11.13,68269.00
alerta,a,4.61,4.85,4.74,6.24,10.55,38324.00
alienante,a,2.71,2.59,3.05,8.98,5.46,235.00
alquimista,a,5.10,2.59,4.90,7.76,6.81,911.00
alterável,a,3.54,2.89,3.74,8.12,3.93,51.00
altissonante,a,3.30,2.56,3.43,8.66,3.47,32.00
alucinante,a,3.50,3.45,4.24,6.78,7.25,1407.00
aluvial,a,4.33,2.19,4.29,8.48,5.67,290.00
alvejante,a,5.10,3.15,4.58,6.55,5.30,200.00
amaciante,a,5.40,3.07,5.00,7.43,4.93,138.00
amapaense,a,4.67,2.20,4.55,7.33,7.56,1917.00
amável,a,3.10,4.46,3.77,5.39,8.34,4171.00
amazonense,a,4.53,2.72,4.55,6.72,8.62,5560.00
ambiental,a,3.96,4.33,4.15,6.92,11.01,60367.00
ambivalente,a,2.78,3.23,3.20,8.53,6.17,480.00
ambulante,a,5.99,3.71,5.51,6.08,7.95,2838.00
amigável,a,3.34,4.55,3.91,6.24,8.81,6731.00
amoral,a,3.07,2.64,3.63,8.45,5.77,320.00
amovível,a,5.43,2.66,4.97,5.71,5.71,302.00
anabolizante,a,4.53,2.66,4.06,7.85,5.42,227.00
anal,a,4.39,2.66,3.99,6.58,7.79,2421.00
analisável,a,4.11,2.80,4.17,7.66,2.89,18.00
andante,a,5.13,3.30,5.22,5.50,6.77,867.00
angelical,a,2.92,2.96,3.96,7.25,6.26,521.00
angorá,a,5.53,2.32,4.90,6.35,4.91,135.00
angustiante,a,2.60,3.74,3.36,7.23,6.83,924.00
anormal,a,3.36,4.54,3.46,6.50,8.44,4612.00
anorretal,a,4.39,2.84,4.41,6.74,3.26,26.00
antecedente,a,3.63,3.74,3.57,7.71,7.32,1503.00
anterior,a,3.55,5.14,3.43,5.61,11.98,159150.00
anticoagulante,a,4.65,2.96,4.30,7.09,5.35,210.00
anticoncepcional,a,5.13,3.80,4.81,5.92,6.17,479.00
anticonstitucional,a,3.45,2.52,3.42,9.57,4.86,129.00
antiderrapante,a,4.69,2.80,4.26,7.58,4.85,128.00
antigripal,a,4.20,2.65,3.89,6.83,4.08,59.00
anti-imperialista,a,3.65,2.38,3.25,9.76,5.45,232.00
antimíssil,a,3.99,1.48,3.60,8.62,5.74,312.00
antinatural,a,3.18,3.02,3.53,7.18,4.86,129.00
antinuclear,a,3.84,1.97,3.61,9.65,4.89,133.00
antioxidante,a,4.14,2.22,3.68,8.17,6.38,592.00
antiperspirante,a,4.41,2.63,4.36,7.33,2.30,10.00
antipessoal,a,4.30,1.89,3.89,7.05,6.82,920.00
antipirético,a,4.27,2.50,3.92,7.86,3.87,48.00
antissocial,a,3.20,3.47,3.92,7.32,5.51,248.00
antiviral,a,3.67,2.34,3.48,8.53,6.22,505.00
anual,a,4.09,4.79,3.73,5.37,11.26,77843.00
apaixonante,a,2.79,3.83,3.31,7.51,6.84,932.00
aparente,a,2.08,4.34,2.34,6.63,10.00,22103.00
apavorante,a,2.96,3.36,3.68,7.18,5.52,249.00
apetecível,a,3.29,3.83,3.84,6.36,6.48,649.00
apícola,a,5.10,2.69,4.59,6.87,4.93,138.00
aplicável,a,2.99,3.70,2.93,7.79,11.19,72502.00
aprazível,a,3.58,3.71,4.13,7.07,6.83,925.00
apreciável,a,3.37,3.52,3.52,7.27,7.76,2339.00
apresentável,a,3.57,3.77,4.11,6.48,5.59,268.00
árabe,a,4.56,3.87,4.25,6.14,10.41,33105.00
arborescente,a,4.38,2.46,4.21,8.19,3.76,43.00
ardente,a,3.42,3.44,4.08,5.99,8.35,4215.00
arfante,a,4.48,2.56,4.24,7.97,3.50,33.00
armamentista,a,4.13,2.47,4.00,7.47,6.37,583.00
armorial,a,4.20,2.03,3.67,8.01,5.63,278.00
arquejante,a,4.79,2.54,4.46,6.85,4.95,141.00
arrepiante,a,3.38,3.46,3.88,7.19,6.53,685.00
arrogante,a,2.60,4.26,3.41,5.26,8.53,5061.00
arterial,a,4.19,3.51,4.02,6.11,8.49,4853.00
artesanal,a,4.92,3.81,4.47,5.91,8.59,5352.00
artificial,a,4.04,4.59,4.47,5.23,9.77,17583.00
ascensional,a,3.67,2.53,3.78,9.17,4.56,96.00
asfixiante,a,2.68,3.12,3.28,7.67,6.10,447.00
assistencial,a,3.62,3.08,3.92,7.86,7.22,1360.00
assistencialista,a,3.37,2.93,3.57,7.69,5.26,192.00
asteca,a,3.96,2.46,4.25,6.66,7.22,1361.00
astral,a,4.10,3.16,4.72,7.10,7.80,2429.00
atemorizante,a,4.28,3.03,4.27,7.57,2.77,16.00
atemporal,a,2.32,3.16,3.06,8.03,6.26,521.00
ateniense,a,3.96,2.37,3.65,6.76,7.47,1753.00
atenuante,a,3.28,2.86,3.03,8.14,6.24,515.00
aterrorizante,a,3.48,3.50,4.37,7.05,6.48,655.00
atingível,a,2.98,3.19,3.32,6.69,5.30,200.00
atonal,a,3.62,2.68,3.86,8.66,5.32,205.00
atordoante,a,4.09,2.86,4.10,8.17,4.49,89.00
atracamento,a,3.83,2.47,3.71,7.77,4.11,61.00
atraente,a,2.91,5.00,3.76,5.53,9.12,9109.00
atroz,a,2.10,3.54,2.92,7.28,7.16,1283.00
atual,a,3.77,4.82,3.61,5.98,11.99,160683.00
atuante,a,3.89,3.30,3.90,8.77,7.62,2046.00
audaz,a,3.52,2.88,3.88,7.77,6.79,893.00
audiovisual,a,4.45,3.86,4.57,7.04,9.52,13641.00
audível,a,3.43,3.67,3.92,7.07,6.55,699.00
auricular,a,5.04,2.85,4.33,7.33,6.20,494.00
auriverde,a,4.89,2.36,4.46,8.53,4.61,100.00
ausente,a,3.80,4.37,3.84,7.11,9.31,11033.00
austral,a,4.55,2.95,4.30,5.72,8.23,3740.00
autóctone,a,4.13,2.10,3.39,8.36,7.10,1215.00
autoimune,a,3.81,2.50,3.67,8.25,6.08,438.00
autolimpante,a,4.68,2.77,4.47,7.16,2.89,18.00
autoral,a,3.96,3.44,3.86,6.72,7.59,1970.00
autossuficiente,a,3.35,3.03,3.69,8.18,5.51,246.00
autossustentável,a,3.93,2.99,3.90,9.30,4.94,140.00
aviltante,a,2.87,2.74,3.24,8.32,5.22,185.00
axial,a,4.53,2.56,3.87,7.18,6.86,952.00
babaca,a,4.06,4.19,4.24,5.27,8.49,4886.00
bactericida,a,4.17,2.35,4.02,8.26,5.46,234.00
baita,a,3.95,3.93,4.19,5.98,7.10,1206.00
balbuciante,a,4.02,2.74,3.88,8.11,4.42,83.00
bamba,a,5.84,3.25,5.30,6.04,6.94,1032.00
bambambã,a,3.94,2.57,3.75,8.12,3.43,31.00
bamboleante,a,4.15,2.74,4.13,7.54,2.94,19.00
banal,a,2.77,4.35,3.42,6.92,7.85,2570.00
baptismal,a,5.57,2.73,4.80,7.55,5.73,308.00
basal,a,5.22,2.50,4.15,8.23,7.81,2460.00
basilar,a,3.91,2.48,3.46,6.98,6.49,658.00
bastante,a,3.19,5.74,3.67,4.27,12.10,180627.00
belenense,a,4.52,2.24,4.14,7.88,5.52,249.00
belga,a,4.68,3.73,4.17,7.02,10.38,32320.00
beligerante,a,3.05,2.79,3.32,7.82,5.98,397.00
beneficente,a,4.09,3.08,4.33,6.61,8.06,3170.00
benemerente,a,4.06,2.75,4.05,7.94,3.09,22.00
benevolente,a,2.22,3.47,2.87,7.38,6.81,908.00
bengali,a,4.85,2.50,4.17,7.18,6.90,988.00
benguela,a,5.29,2.17,4.89,6.78,7.54,1883.00
benim,a,5.11,2.19,4.55,6.68,7.38,1611.00
beninense,a,4.72,2.57,4.49,7.95,5.09,163.00
berbere,a,4.30,2.42,3.85,7.91,7.27,1436.00
berlinense,a,4.33,2.75,4.29,8.30,6.35,572.00
berrante,a,4.80,3.39,5.03,5.60,5.59,267.00
bestial,a,3.69,3.35,4.28,5.92,6.10,448.00
bianual,a,4.08,2.37,3.57,9.18,6.16,473.00
bicolor,a,5.14,1.99,4.15,7.53,7.02,1123.00
bidimensional,a,4.12,2.96,4.31,8.12,6.84,930.00
bienal,a,4.80,3.01,4.52,7.06,9.08,8737.00
biestável,a,4.53,2.37,4.22,7.61,3.18,24.00
bifocal,a,4.47,2.61,4.41,7.53,2.56,13.00
bilabial,a,5.03,2.53,4.70,7.46,4.49,89.00
bilateral,a,3.86,3.04,3.78,8.03,9.01,8196.00
biliar,a,5.38,2.95,4.59,6.57,6.66,777.00
biltre,a,4.10,2.60,3.97,7.44,4.72,112.00
bimensal,a,4.08,2.47,3.77,7.02,4.98,145.00
bimestral,a,4.64,3.18,4.13,8.21,6.21,499.00
binacional,a,4.17,2.35,3.88,8.39,6.27,527.00
biodegradável,a,4.18,3.46,3.88,7.40,6.11,450.00
bipartite,a,4.27,2.27,3.76,8.05,4.11,61.00
bipolar,a,3.59,3.28,3.91,6.27,7.33,1529.00
bissemanal,a,4.07,2.81,3.60,8.93,4.28,72.00
boa-vistense,a,4.45,2.54,4.35,7.67,2.40,11.00
borbulhante,a,4.17,3.20,4.44,6.08,5.38,216.00
boreal,a,4.57,2.19,4.61,6.76,6.62,747.00
borocoxô,a,4.57,2.93,4.61,7.16,2.20,9.00
bororó,a,4.87,2.41,4.48,7.94,4.76,117.00
braçal,a,5.02,3.19,4.60,6.66,5.99,401.00
breve,a,3.26,4.84,3.70,5.32,11.20,72914.00
brilhante,a,4.20,4.97,4.73,4.32,10.24,28107.00
bronquial,a,4.16,2.55,4.03,7.33,3.83,46.00
broxante,a,3.82,3.06,4.04,7.45,3.78,44.00
brutal,a,2.83,4.23,3.45,6.68,9.02,8248.00
bruxuleante,a,4.53,2.75,4.44,7.41,3.22,25.00
bucal,a,4.86,3.55,4.40,6.25,7.72,2255.00
budista,a,3.78,3.26,3.99,7.58,8.36,4293.00
